6.000, 7.000
11.000, 12.000
13.000, 18.000
15.000, 16.000
21.000, 23.000
25.000, 26.000
31.000, 29.000
34.000, 33.000
35.000, 37.000
39.000, 39.000
40.000, 41.000
43.000, 46.000
46.000, 46.000
48.000, 50.000
49.000, 53.000
54.000, 53.000
54.000, 57.000
57.000, 60.000
59.000, 65.000
62.000, 62.000
65.000, 64.000
67.000, 68.000
69.000, 72.000
70.000, 72.000
72.000, 74.000
74.000, 73.000
75.000, 74.000
78.000, 76.000
79.000, 79.000
80.000, 82.000
82.000, 82.000
82.000, 82.000
84.000, 85.000
86.000, 86.000
86.000, 88.000
88.000, 88.000
90.000, 89.000
90.000, 91.000
90.000, 91.000
90.000, 92.000
90.000, 92.000
92.000, 93.000
92.000, 92.000
92.000, 93.000
93.000, 94.000
94.000, 94.000
94.000, 95.000
95.000, 94.000
95.000, 96.000
96.000, 95.000
97.000, 96.000
97.000, 96.000
97.000, 96.000
97.000, 97.000
97.000, 98.000
98.000, 97.000
97.000, 98.000
98.000, 99.000
98.000, 99.000
99.000, 100.000
98.000, 99.000
98.000, 99.000
98.000, 99.000
98.000, 99.000
98.000, 99.000
98.000, 100.000
98.000, 99.000
99.000, 99.000
99.000, 99.000
99.000, 99.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
100.000, 100.000
